group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age,source_file
GABAergic Neurons,-0.0013714839,0.020664293,0.496,0.504,0.496,0.24425,False,Sgk1,60,Sgk1_casecontrol.csv
Oligodendrocytes,-0.011768327,0.0096714925,0.1,0.9,0.1,0.1,False,Abca13,60,Abca13_casecontrol.csv
Medium Spiny Neurons,-0.01092415,0.009703661,0.126,0.874,0.126,0.113,False,Abca13,60,Abca13_casecontrol.csv
Oligodendrocyte Precursor Cells,0.009288815,0.012049906,0.772,0.228,0.228,0.1513333333333333,False,Abca13,60,Abca13_casecontrol.csv
Neurons,0.008192299,0.011929283,0.757,0.243,0.243,0.17425,False,Abca13,60,Abca13_casecontrol.csv
Myocytes,0.008653447,0.022686766,0.644,0.356,0.356,0.2105999999999999,False,Abca13,60,Abca13_casecontrol.csv
Endothelial Cells,-0.008549295,0.030492427,0.395,0.605,0.395,0.2413333333333333,False,Abca13,60,Abca13_casecontrol.csv
Microglia,-0.00428701,0.017701214,0.398,0.602,0.398,0.2637142857142857,False,Abca13,60,Abca13_casecontrol.csv
Endocrine Cells,0.011984931,0.057447918,0.592,0.408,0.408,0.28175,False,Abca13,60,Abca13_casecontrol.csv
Excitatory Neurons,0.0030918075,0.013196657,0.587,0.413,0.413,0.2963333333333333,False,Abca13,60,Abca13_casecontrol.csv
Neural Stem Cells,0.002291409,0.020512836,0.545,0.455,0.455,0.3122,False,Abca13,60,Abca13_casecontrol.csv
Astrocytes,0.0007340864,0.01698606,0.542,0.458,0.458,0.3254545454545454,False,Abca13,60,Abca13_casecontrol.csv
GABAergic Neurons,-0.001615128,0.02038778,0.492,0.508,0.492,0.3393333333333333,False,Abca13,60,Abca13_casecontrol.csv
Medium Spiny Neurons,-0.009547326,0.009706411,0.16,0.84,0.16,0.16,False,A2m,60,A2m_casecontrol.csv
Oligodendrocytes,-0.009233741,0.009687487,0.161,0.839,0.161,0.1605,False,A2m,60,A2m_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011036589,0.012047325,0.818,0.182,0.182,0.1676666666666666,False,A2m,60,A2m_casecontrol.csv
Neurons,0.009835623,0.011900191,0.795,0.205,0.205,0.177,False,A2m,60,A2m_casecontrol.csv
Astrocytes,0.009757543,0.01715747,0.731,0.269,0.269,0.1954,False,A2m,60,A2m_casecontrol.csv
Myocytes,0.0075010243,0.02268736,0.629,0.371,0.371,0.2246666666666666,False,A2m,60,A2m_casecontrol.csv
Excitatory Neurons,0.0033768867,0.013198063,0.596,0.404,0.404,0.2502857142857143,False,A2m,60,A2m_casecontrol.csv
Endothelial Cells,-0.007246832,0.030278722,0.407,0.593,0.407,0.269875,False,A2m,60,A2m_casecontrol.csv
Neural Stem Cells,-0.0037739726,0.020409692,0.418,0.582,0.418,0.2863333333333333,False,A2m,60,A2m_casecontrol.csv
Endocrine Cells,-0.011567512,0.057451,0.423,0.577,0.423,0.3,False,A2m,60,A2m_casecontrol.csv
Microglia,-0.0007170387,0.017754154,0.47,0.53,0.47,0.3154545454545454,False,A2m,60,A2m_casecontrol.csv
GABAergic Neurons,-0.00075983873,0.020395922,0.505,0.495,0.495,0.3304166666666666,False,A2m,60,A2m_casecontrol.csv
Myocytes,0.049394254,0.02282956,0.988,0.012,0.012,0.012,True,Qdpr,60,Qdpr_casecontrol.csv
Oligodendrocytes,0.024627017,0.012083833,0.976,0.024,0.024,0.018,True,Qdpr,60,Qdpr_casecontrol.csv
Neurons,0.019697875,0.011410885,0.959,0.041,0.041,0.0256666666666666,True,Qdpr,60,Qdpr_casecontrol.csv
Neural Stem Cells,0.025845986,0.019510735,0.901,0.099,0.099,0.044,True,Qdpr,60,Qdpr_casecontrol.csv
Oligodendrocyte Precursor Cells,0.014052061,0.012060432,0.879,0.121,0.121,0.0594,False,Qdpr,60,Qdpr_casecontrol.csv
Astrocytes,0.016471691,0.017467346,0.825,0.175,0.175,0.0786666666666666,False,Qdpr,60,Qdpr_casecontrol.csv
Medium Spiny Neurons,-0.007716429,0.010092488,0.231,0.769,0.231,0.1004285714285714,False,Qdpr,60,Qdpr_casecontrol.csv
Endocrine Cells,-0.04028547,0.057460643,0.246,0.754,0.246,0.118625,False,Qdpr,60,Qdpr_casecontrol.csv
Microglia,0.009414906,0.018456629,0.694,0.306,0.306,0.1394444444444444,False,Qdpr,60,Qdpr_casecontrol.csv
Excitatory Neurons,0.005026974,0.0136296535,0.642,0.358,0.358,0.1613,False,Qdpr,60,Qdpr_casecontrol.csv
Endothelial Cells,-0.010011676,0.029894106,0.376,0.624,0.376,0.1808181818181818,False,Qdpr,60,Qdpr_casecontrol.csv
GABAergic Neurons,0.004689853,0.02119224,0.603,0.397,0.397,0.1988333333333333,False,Qdpr,60,Qdpr_casecontrol.csv
Medium Spiny Neurons,-0.014538852,0.010063703,0.068,0.932,0.068,0.068,False,Tnr,60,Tnr_casecontrol.csv
Oligodendrocytes,-0.009534885,0.009840868,0.158,0.842,0.158,0.113,False,Tnr,60,Tnr_casecontrol.csv
Endocrine Cells,-0.045033347,0.057465587,0.22,0.78,0.22,0.1486666666666666,False,Tnr,60,Tnr_casecontrol.csv
Neurons,0.0067421547,0.011573805,0.721,0.279,0.279,0.18125,False,Tnr,60,Tnr_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0062524537,0.0135866,0.683,0.317,0.317,0.2084,False,Tnr,60,Tnr_casecontrol.csv
Astrocytes,0.0044166027,0.01714155,0.629,0.371,0.371,0.2355,False,Tnr,60,Tnr_casecontrol.csv
Endothelial Cells,-0.008801019,0.0303778,0.394,0.606,0.394,0.2581428571428571,False,Tnr,60,Tnr_casecontrol.csv
Microglia,-0.0039473465,0.017877346,0.408,0.592,0.408,0.276875,False,Tnr,60,Tnr_casecontrol.csv
Neural Stem Cells,-0.0027010331,0.020298686,0.439,0.561,0.439,0.2948888888888888,False,Tnr,60,Tnr_casecontrol.csv
Myocytes,0.0015599409,0.022769563,0.542,0.458,0.458,0.3112,False,Tnr,60,Tnr_casecontrol.csv
GABAergic Neurons,-0.0020010874,0.02105908,0.485,0.515,0.485,0.327,False,Tnr,60,Tnr_casecontrol.csv
Excitatory Neurons,-0.00019581582,0.013708796,0.5,0.5,0.5,0.3414166666666666,False,Tnr,60,Tnr_casecontrol.csv
Medium Spiny Neurons,-0.010668027,0.009705724,0.128,0.872,0.128,0.128,False,Adm,60,Adm_casecontrol.csv
Oligodendrocytes,-0.010564841,0.009677057,0.129,0.871,0.129,0.1285,False,Adm,60,Adm_casecontrol.csv
Neurons,0.008216335,0.011924233,0.757,0.243,0.243,0.1666666666666666,False,Adm,60,Adm_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0059155514,0.012067707,0.694,0.306,0.306,0.2015,False,Adm,60,Adm_casecontrol.csv
Myocytes,0.008372271,0.022687001,0.64,0.36,0.36,0.2332,False,Adm,60,Adm_casecontrol.csv
Endothelial Cells,-0.009275442,0.030473253,0.39,0.61,0.39,0.2593333333333333,False,Adm,60,Adm_casecontrol.csv
Microglia,-0.0039414675,0.017704954,0.408,0.592,0.408,0.2805714285714286,False,Adm,60,Adm_casecontrol.csv
Endocrine Cells,0.011702592,0.057447594,0.59,0.41,0.41,0.29675,False,Adm,60,Adm_casecontrol.csv
Excitatory Neurons,0.003153283,0.013198063,0.59,0.41,0.41,0.3093333333333333,False,Adm,60,Adm_casecontrol.csv
Astrocytes,0.0010003014,0.016992243,0.545,0.455,0.455,0.3239,False,Adm,60,Adm_casecontrol.csv
Neural Stem Cells,0.00055570196,0.02049474,0.51,0.49,0.49,0.339,False,Adm,60,Adm_casecontrol.csv
GABAergic Neurons,-0.0017359185,0.020405974,0.491,0.509,0.491,0.3516666666666666,False,Adm,60,Adm_casecontrol.csv
Neural Stem Cells,0.09745512,0.018257253,1.0,0.0,0.0,0.0,True,Ccnd2,60,Ccnd2_casecontrol.csv
Oligodendrocytes,-0.0108096935,0.009701622,0.125,0.875,0.125,0.0625,False,Ccnd2,60,Ccnd2_casecontrol.csv
Medium Spiny Neurons,-0.010984652,0.009897749,0.128,0.872,0.128,0.0843333333333333,False,Ccnd2,60,Ccnd2_casecontrol.csv
Endocrine Cells,-0.058207106,0.05745892,0.142,0.858,0.142,0.09875,False,Ccnd2,60,Ccnd2_casecontrol.csv
Myocytes,-0.02430961,0.022717305,0.146,0.854,0.146,0.1082,False,Ccnd2,60,Ccnd2_casecontrol.csv
Oligodendrocyte Precursor Cells,0.009661199,0.012065018,0.782,0.218,0.218,0.1265,False,Ccnd2,60,Ccnd2_casecontrol.csv
Neurons,0.006336696,0.011875071,0.702,0.298,0.298,0.151,False,Ccnd2,60,Ccnd2_casecontrol.csv
Excitatory Neurons,0.00558627,0.013407808,0.655,0.345,0.345,0.17525,False,Ccnd2,60,Ccnd2_casecontrol.csv
Microglia,-0.0049670516,0.017773688,0.382,0.618,0.382,0.1982222222222222,False,Ccnd2,60,Ccnd2_casecontrol.csv
Endothelial Cells,-0.0087898,0.030248653,0.394,0.606,0.394,0.2178,False,Ccnd2,60,Ccnd2_casecontrol.csv
GABAergic Neurons,-0.0020782116,0.02057668,0.479,0.521,0.479,0.2415454545454545,False,Ccnd2,60,Ccnd2_casecontrol.csv
Astrocytes,-0.0004713521,0.017082807,0.509,0.491,0.491,0.2623333333333333,False,Ccnd2,60,Ccnd2_casecontrol.csv
Endocrine Cells,0.19775267,0.0584642,1.0,0.0,0.0,0.0,True,Mt2,60,Mt2_casecontrol.csv
Neural Stem Cells,-0.084733784,0.017157922,0.0,1.0,0.0,0.0,True,Mt2,60,Mt2_casecontrol.csv
Neurons,0.05617128,0.011111286,1.0,0.0,0.0,0.0,True,Mt2,60,Mt2_casecontrol.csv
Oligodendrocytes,0.05497367,0.010455431,1.0,0.0,0.0,0.0,True,Mt2,60,Mt2_casecontrol.csv
Medium Spiny Neurons,0.027966674,0.009932158,0.997,0.003,0.003,0.0006,True,Mt2,60,Mt2_casecontrol.csv
Oligodendrocyte Precursor Cells,0.032809295,0.012074081,0.995,0.005,0.005,0.0013333333333333,True,Mt2,60,Mt2_casecontrol.csv
Myocytes,-0.05450102,0.022904364,0.006,0.994,0.006,0.002,True,Mt2,60,Mt2_casecontrol.csv
Microglia,0.03390512,0.019394597,0.957,0.043,0.043,0.0071249999999999,True,Mt2,60,Mt2_casecontrol.csv
Astrocytes,0.033074692,0.020290963,0.942,0.058,0.058,0.0127777777777777,True,Mt2,60,Mt2_casecontrol.csv
Excitatory Neurons,0.018527042,0.013797053,0.902,0.098,0.098,0.0213,True,Mt2,60,Mt2_casecontrol.csv
GABAergic Neurons,0.020470334,0.02131581,0.83,0.17,0.17,0.0348181818181818,True,Mt2,60,Mt2_casecontrol.csv
Endothelial Cells,0.023125084,0.02825951,0.785,0.215,0.215,0.0498333333333333,True,Mt2,60,Mt2_casecontrol.csv
Myocytes,-0.028823223,0.022704503,0.103,0.897,0.103,0.103,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Medium Spiny Neurons,-0.010567505,0.0097399065,0.134,0.866,0.134,0.1185,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Oligodendrocytes,-0.010164781,0.00971993,0.135,0.865,0.135,0.124,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Oligodendrocyte Precursor Cells,0.009046196,0.012069054,0.767,0.233,0.233,0.15125,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Neurons,0.00805051,0.011876395,0.755,0.245,0.245,0.1699999999999999,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Endothelial Cells,-0.008653677,0.03045453,0.395,0.605,0.395,0.2075,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Microglia,-0.0043377886,0.01772904,0.397,0.603,0.397,0.2345714285714286,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Neural Stem Cells,-0.004535992,0.020388493,0.405,0.595,0.405,0.255875,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Excitatory Neurons,0.0029640729,0.013252255,0.586,0.414,0.414,0.2734444444444445,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Endocrine Cells,0.008125599,0.057449166,0.559,0.441,0.441,0.2902,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Astrocytes,0.00028038266,0.017041365,0.525,0.475,0.475,0.307,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
GABAergic Neurons,-0.0018341675,0.020457927,0.488,0.512,0.488,0.3220833333333333,False,2610035D17Rik,60,2610035D17Rik_casecontrol.csv
Myocytes,-0.071055375,0.022821702,0.0,1.0,0.0,0.0,True,Sept4,60,Sept4_casecontrol.csv
Oligodendrocytes,-0.10009636,0.013106705,0.0,1.0,0.0,0.0,True,Sept4,60,Sept4_casecontrol.csv
Medium Spiny Neurons,-0.021116748,0.009788888,0.012,0.988,0.012,0.004,True,Sept4,60,Sept4_casecontrol.csv
Neural Stem Cells,0.021043492,0.019980572,0.849,0.151,0.151,0.04075,True,Sept4,60,Sept4_casecontrol.csv
Endothelial Cells,-0.024226744,0.029996399,0.206,0.794,0.206,0.0738,False,Sept4,60,Sept4_casecontrol.csv
Oligodendrocyte Precursor Cells,0.008147226,0.012061098,0.752,0.248,0.248,0.1028333333333333,False,Sept4,60,Sept4_casecontrol.csv
Neurons,0.007211046,0.0116923535,0.729,0.271,0.271,0.1268571428571428,False,Sept4,60,Sept4_casecontrol.csv
Microglia,-0.010702135,0.017991764,0.282,0.718,0.282,0.14625,False,Sept4,60,Sept4_casecontrol.csv
Endocrine Cells,-0.027337814,0.057448935,0.33,0.67,0.33,0.1666666666666666,False,Sept4,60,Sept4_casecontrol.csv
Astrocytes,0.0014057044,0.01726131,0.555,0.445,0.445,0.1945,False,Sept4,60,Sept4_casecontrol.csv
Excitatory Neurons,-0.0013349332,0.013398931,0.464,0.536,0.464,0.219,False,Sept4,60,Sept4_casecontrol.csv
GABAergic Neurons,7.991514e-05,0.020848127,0.519,0.481,0.481,0.2408333333333333,False,Sept4,60,Sept4_casecontrol.csv
Astrocytes,0.06991272,0.018384945,1.0,0.0,0.0,0.0,True,Gfap,60,Gfap_casecontrol.csv
Endocrine Cells,0.197818,0.05795817,1.0,0.0,0.0,0.0,True,Gfap,60,Gfap_casecontrol.csv
Microglia,0.07726391,0.01912359,1.0,0.0,0.0,0.0,True,Gfap,60,Gfap_casecontrol.csv
Myocytes,0.11168332,0.023138823,1.0,0.0,0.0,0.0,True,Gfap,60,Gfap_casecontrol.csv
Neural Stem Cells,0.11862317,0.018395573,1.0,0.0,0.0,0.0,True,Gfap,60,Gfap_casecontrol.csv
Neurons,0.05343196,0.011571527,1.0,0.0,0.0,0.0,True,Gfap,60,Gfap_casecontrol.csv
Oligodendrocyte Precursor Cells,0.05219129,0.011967624,1.0,0.0,0.0,0.0,True,Gfap,60,Gfap_casecontrol.csv
Oligodendrocytes,0.06163562,0.010345334,1.0,0.0,0.0,0.0,True,Gfap,60,Gfap_casecontrol.csv
Medium Spiny Neurons,0.02128052,0.00994856,0.973,0.027,0.027,0.003,True,Gfap,60,Gfap_casecontrol.csv
Endothelial Cells,0.048157234,0.029376127,0.953,0.047,0.047,0.0073999999999999,True,Gfap,60,Gfap_casecontrol.csv
Excitatory Neurons,0.014598413,0.013310887,0.861,0.139,0.139,0.0193636363636363,True,Gfap,60,Gfap_casecontrol.csv
GABAergic Neurons,0.020969434,0.020686794,0.848,0.152,0.152,0.0304166666666666,True,Gfap,60,Gfap_casecontrol.csv
Myocytes,0.045922622,0.022737276,0.985,0.015,0.015,0.015,True,Cd40,60,Cd40_casecontrol.csv
Medium Spiny Neurons,-0.010424354,0.0097049195,0.137,0.863,0.137,0.076,False,Cd40,60,Cd40_casecontrol.csv
Oligodendrocyte Precursor Cells,0.009534207,0.012049687,0.777,0.223,0.223,0.125,False,Cd40,60,Cd40_casecontrol.csv
Neurons,0.008543652,0.011927237,0.763,0.237,0.237,0.153,False,Cd40,60,Cd40_casecontrol.csv
Oligodendrocytes,-0.0066011786,0.009695022,0.254,0.746,0.254,0.1732,False,Cd40,60,Cd40_casecontrol.csv
Neural Stem Cells,0.006626632,0.020474376,0.63,0.37,0.37,0.206,False,Cd40,60,Cd40_casecontrol.csv
Endothelial Cells,-0.008345887,0.0304556,0.398,0.602,0.398,0.2334285714285714,False,Cd40,60,Cd40_casecontrol.csv
Microglia,-0.0041295486,0.017704012,0.403,0.597,0.403,0.254625,False,Cd40,60,Cd40_casecontrol.csv
Excitatory Neurons,0.003346683,0.013197945,0.594,0.406,0.406,0.2714444444444444,False,Cd40,60,Cd40_casecontrol.csv
Endocrine Cells,0.011686601,0.0574485,0.59,0.41,0.41,0.2853,False,Cd40,60,Cd40_casecontrol.csv
Astrocytes,0.0013537175,0.016989613,0.554,0.446,0.446,0.2999090909090909,False,Cd40,60,Cd40_casecontrol.csv
GABAergic Neurons,-0.0014083305,0.020387417,0.496,0.504,0.496,0.31625,False,Cd40,60,Cd40_casecontrol.csv
Oligodendrocytes,-0.011770911,0.009734988,0.103,0.897,0.103,0.103,False,Cxcl14,60,Cxcl14_casecontrol.csv
Endocrine Cells,-0.0648506,0.057465047,0.122,0.878,0.122,0.1124999999999999,False,Cxcl14,60,Cxcl14_casecontrol.csv
Neurons,0.0115756355,0.011818097,0.83,0.17,0.17,0.1316666666666666,False,Cxcl14,60,Cxcl14_casecontrol.csv
Oligodendrocyte Precursor Cells,0.010507493,0.012069274,0.807,0.193,0.193,0.147,False,Cxcl14,60,Cxcl14_casecontrol.csv
Medium Spiny Neurons,-0.006249355,0.009859671,0.275,0.725,0.275,0.1726,False,Cxcl14,60,Cxcl14_casecontrol.csv
Myocytes,0.013400735,0.022694161,0.709,0.291,0.291,0.1923333333333333,False,Cxcl14,60,Cxcl14_casecontrol.csv
Endothelial Cells,-0.0124572385,0.03025053,0.344,0.656,0.344,0.214,False,Cxcl14,60,Cxcl14_casecontrol.csv
Microglia,-0.0063235345,0.017851988,0.361,0.639,0.361,0.232375,False,Cxcl14,60,Cxcl14_casecontrol.csv
Excitatory Neurons,0.0032574895,0.0133188255,0.591,0.409,0.409,0.252,False,Cxcl14,60,Cxcl14_casecontrol.csv
Neural Stem Cells,0.0038865348,0.020411724,0.581,0.419,0.419,0.2687,False,Cxcl14,60,Cxcl14_casecontrol.csv
Astrocytes,-0.003168019,0.017308928,0.44,0.56,0.44,0.2842727272727273,False,Cxcl14,60,Cxcl14_casecontrol.csv
GABAergic Neurons,-0.0038217052,0.020821083,0.441,0.559,0.441,0.2973333333333333,False,Cxcl14,60,Cxcl14_casecontrol.csv
Oligodendrocytes,-0.10859649,0.01091827,0.0,1.0,0.0,0.0,True,Mog,60,Mog_casecontrol.csv
Medium Spiny Neurons,-0.014770389,0.009746563,0.058,0.942,0.058,0.029,True,Mog,60,Mog_casecontrol.csv
Myocytes,-0.015738789,0.022748774,0.249,0.751,0.249,0.1023333333333333,False,Mog,60,Mog_casecontrol.csv
Microglia,-0.008444204,0.017746914,0.324,0.676,0.324,0.15775,False,Mog,60,Mog_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0051308954,0.012058081,0.675,0.325,0.325,0.1911999999999999,False,Mog,60,Mog_casecontrol.csv
Neurons,0.0049280548,0.011900436,0.667,0.333,0.333,0.2148333333333333,False,Mog,60,Mog_casecontrol.csv
Endothelial Cells,-0.013274482,0.030446112,0.334,0.666,0.334,0.2318571428571428,False,Mog,60,Mog_casecontrol.csv
Neural Stem Cells,0.004847503,0.020381466,0.596,0.404,0.404,0.253375,False,Mog,60,Mog_casecontrol.csv
Endocrine Cells,0.010498018,0.05744723,0.575,0.425,0.425,0.2724444444444444,False,Mog,60,Mog_casecontrol.csv
Excitatory Neurons,0.001757116,0.013218969,0.554,0.446,0.446,0.2898,False,Mog,60,Mog_casecontrol.csv
GABAergic Neurons,-0.0030211655,0.020440454,0.46,0.54,0.46,0.3052727272727273,False,Mog,60,Mog_casecontrol.csv
Astrocytes,-0.001975597,0.01703118,0.47,0.53,0.47,0.319,False,Mog,60,Mog_casecontrol.csv
Oligodendrocytes,-0.011625868,0.009687489,0.106,0.894,0.106,0.106,False,Igf2,60,Igf2_casecontrol.csv
Myocytes,-0.028216705,0.023238007,0.113,0.887,0.113,0.1095,False,Igf2,60,Igf2_casecontrol.csv
Endocrine Cells,-0.05287999,0.057447232,0.171,0.829,0.171,0.13,False,Igf2,60,Igf2_casecontrol.csv
Medium Spiny Neurons,-0.008234043,0.009751494,0.201,0.799,0.201,0.14775,False,Igf2,60,Igf2_casecontrol.csv
Neurons,0.00958589,0.011902957,0.787,0.213,0.213,0.1608,False,Igf2,60,Igf2_casecontrol.csv
Oligodendrocyte Precursor Cells,0.009510812,0.012051032,0.777,0.223,0.223,0.1711666666666666,False,Igf2,60,Igf2_casecontrol.csv
Neural Stem Cells,0.007453136,0.020309513,0.644,0.356,0.356,0.1975714285714285,False,Igf2,60,Igf2_casecontrol.csv
Microglia,-0.005489997,0.017738622,0.373,0.627,0.373,0.2195,False,Igf2,60,Igf2_casecontrol.csv
Excitatory Neurons,0.0029022112,0.013205888,0.584,0.416,0.416,0.2413333333333333,False,Igf2,60,Igf2_casecontrol.csv
Astrocytes,-0.0036119919,0.017337544,0.43,0.57,0.43,0.2602,False,Igf2,60,Igf2_casecontrol.csv
Endothelial Cells,-0.0033807033,0.028114276,0.457,0.543,0.457,0.2780909090909091,False,Igf2,60,Igf2_casecontrol.csv
GABAergic Neurons,-0.0013979787,0.020409096,0.496,0.504,0.496,0.29625,False,Igf2,60,Igf2_casecontrol.csv
Myocytes,-0.07941461,0.022813827,0.0,1.0,0.0,0.0,True,Cldn11,60,Cldn11_casecontrol.csv
Oligodendrocytes,-0.19108659,0.013361131,0.0,1.0,0.0,0.0,True,Cldn11,60,Cldn11_casecontrol.csv
Medium Spiny Neurons,-0.020388281,0.009765949,0.014,0.986,0.014,0.0046666666666666,True,Cldn11,60,Cldn11_casecontrol.csv
Microglia,-0.011613273,0.017852925,0.262,0.738,0.262,0.069,False,Cldn11,60,Cldn11_casecontrol.csv
Neural Stem Cells,0.010520862,0.020158341,0.695,0.305,0.305,0.1162,False,Cldn11,60,Cldn11_casecontrol.csv
Astrocytes,-0.007959503,0.017143155,0.327,0.673,0.327,0.1513333333333333,False,Cldn11,60,Cldn11_casecontrol.csv
Endothelial Cells,-0.013081507,0.030131197,0.334,0.666,0.334,0.1774285714285714,False,Cldn11,60,Cldn11_casecontrol.csv
Endocrine Cells,-0.019679582,0.057419118,0.382,0.618,0.382,0.203,False,Cldn11,60,Cldn11_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0033312745,0.0120583,0.617,0.383,0.383,0.223,False,Cldn11,60,Cldn11_casecontrol.csv
GABAergic Neurons,-0.0046594273,0.020509645,0.422,0.578,0.422,0.2429,False,Cldn11,60,Cldn11_casecontrol.csv
Neurons,0.0014406135,0.011848627,0.565,0.435,0.435,0.2603636363636364,False,Cldn11,60,Cldn11_casecontrol.csv
Excitatory Neurons,-0.0008187227,0.013244541,0.482,0.518,0.482,0.2788333333333333,False,Cldn11,60,Cldn11_casecontrol.csv
Oligodendrocytes,-0.01565598,0.009703474,0.045,0.955,0.045,0.045,True,Il33,60,Il33_casecontrol.csv
Medium Spiny Neurons,-0.010038148,0.009747253,0.146,0.854,0.146,0.0955,False,Il33,60,Il33_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0099217715,0.012056296,0.789,0.211,0.211,0.134,False,Il33,60,Il33_casecontrol.csv
Neurons,0.009496946,0.011879522,0.785,0.215,0.215,0.15425,False,Il33,60,Il33_casecontrol.csv
Endocrine Cells,-0.03914382,0.057457663,0.252,0.748,0.252,0.1738,False,Il33,60,Il33_casecontrol.csv
Myocytes,0.014787227,0.022718944,0.726,0.274,0.274,0.1905,False,Il33,60,Il33_casecontrol.csv
Excitatory Neurons,0.003803628,0.013232872,0.607,0.393,0.393,0.2194285714285714,False,Il33,60,Il33_casecontrol.csv
Endothelial Cells,-0.008829439,0.030358845,0.394,0.606,0.394,0.24125,False,Il33,60,Il33_casecontrol.csv
Microglia,-0.0036080494,0.017773097,0.413,0.587,0.413,0.2603333333333333,False,Il33,60,Il33_casecontrol.csv
Astrocytes,-0.0013683074,0.017133078,0.484,0.516,0.484,0.2827,False,Il33,60,Il33_casecontrol.csv
Neural Stem Cells,0.0004066966,0.020501168,0.509,0.491,0.491,0.3016363636363636,False,Il33,60,Il33_casecontrol.csv
GABAergic Neurons,-0.0016609934,0.020449076,0.492,0.508,0.492,0.3175,False,Il33,60,Il33_casecontrol.csv
Oligodendrocytes,-0.012363192,0.009671033,0.088,0.912,0.088,0.088,False,Abca4,60,Abca4_casecontrol.csv
Medium Spiny Neurons,-0.011687624,0.00970641,0.107,0.893,0.107,0.0975,False,Abca4,60,Abca4_casecontrol.csv
Oligodendrocyte Precursor Cells,0.008837507,0.012051697,0.763,0.237,0.237,0.144,False,Abca4,60,Abca4_casecontrol.csv
Neurons,0.007467191,0.011925917,0.732,0.268,0.268,0.175,False,Abca4,60,Abca4_casecontrol.csv
Myocytes,0.011338017,0.02269934,0.682,0.318,0.318,0.2036,False,Abca4,60,Abca4_casecontrol.csv
Microglia,-0.0046141287,0.017699338,0.386,0.614,0.386,0.2339999999999999,False,Abca4,60,Abca4_casecontrol.csv
Excitatory Neurons,0.0027548554,0.01320227,0.581,0.419,0.419,0.2604285714285714,False,Abca4,60,Abca4_casecontrol.csv
Endothelial Cells,-0.0059202025,0.030305265,0.425,0.575,0.425,0.2809999999999999,False,Abca4,60,Abca4_casecontrol.csv
Endocrine Cells,0.008705027,0.057449162,0.561,0.439,0.439,0.2985555555555555,False,Abca4,60,Abca4_casecontrol.csv
Astrocytes,0.00013112658,0.01699361,0.523,0.477,0.477,0.3163999999999999,False,Abca4,60,Abca4_casecontrol.csv
GABAergic Neurons,-0.0019334194,0.02039125,0.485,0.515,0.485,0.3317272727272727,False,Abca4,60,Abca4_casecontrol.csv
Neural Stem Cells,0.00066060247,0.0205107,0.511,0.489,0.489,0.3448333333333333,False,Abca4,60,Abca4_casecontrol.csv
Microglia,0.04255466,0.01878269,0.988,0.012,0.012,0.012,True,Cd9,60,Cd9_casecontrol.csv
Myocytes,0.034318805,0.022741375,0.937,0.063,0.063,0.0375,True,Cd9,60,Cd9_casecontrol.csv
Oligodendrocyte Precursor Cells,0.016570859,0.0120754205,0.915,0.085,0.085,0.0533333333333333,False,Cd9,60,Cd9_casecontrol.csv
