,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,delta_log2FC,se_delta,z,p_delta,q_delta
Tmem163,-0.16719737138466936,0.10403938473073487,0.0,0.14713390890715755,0.0,1.0,1.0
Tmem173,0.3895695688437457,0.5991402308396502,0.0,0.8473122402167802,0.0,1.0,1.0
Tmem176a,0.008074332635016066,0.10560934188480192,0.0,0.14935416360678383,0.0,1.0,1.0
Tmem259,0.25965923420074555,0.16415809879646648,0.0,0.23215460969134535,0.0,1.0,1.0
Tmem35a,0.10020054806308362,0.10345378301375642,0.0,0.14630574301685764,0.0,1.0,1.0
Tmem41b,0.06933626258501659,0.13180153322003027,0.0,0.18639551582133485,0.0,1.0,1.0
Tmem43,0.23378380940923651,0.21939086569673047,0.0,0.31026553772909043,0.0,1.0,1.0
Tmem63b,0.0010638979954781594,0.07930212137756666,0.0,0.11215013557711213,0.0,1.0,1.0
Tmem94,-0.01865262376575364,0.13037267504242012,0.0,0.18437480520785085,0.0,1.0,1.0
Tmem98,-0.14090618743103508,0.28154988762579247,0.0,0.39817166956501654,0.0,1.0,1.0
Tmigd1,-0.9330937951639787,2.9310089695129538,0.0,4.145072636122409,0.0,1.0,1.0
Tmprss15,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Tmprss2,0.007872714687639584,3.5286305493179864,0.0,4.990237179449521,0.0,1.0,1.0
Tmprss4,0.5190610849828933,2.1919681749731166,0.0,3.099911121337183,0.0,1.0,1.0
Tnc,-0.010909615554880264,0.37777029565614617,0.0,0.5342478755786159,0.0,1.0,1.0
Tnf,-1.9005859907744602,3.843408151425587,0.0,5.435399933481372,0.0,1.0,1.0
Tnfaip3,-0.2724438689768414,0.32227219631606957,0.0,0.4557617108059502,0.0,1.0,1.0
Tnfrsf11a,-0.06264024101300948,0.42884262300069365,0.0,0.6064750535712332,0.0,1.0,1.0
Tnfrsf11b,-0.10296187534555244,0.23594488703166686,0.0,0.33367645921277106,0.0,1.0,1.0
Tnfrsf13b,-0.7374305979506166,1.1842722082220507,0.0,1.674813818409158,0.0,1.0,1.0
Tnfrsf13c,1.067410381226627,0.9614735767259479,0.0,1.359728972069204,0.0,1.0,1.0
Tnfrsf14,-0.1633099481598506,1.132098681564235,0.0,1.601029309412841,0.0,1.0,1.0
Tnfrsf18,3.390366601104106,2.598817516437019,0.0,3.675282977877996,0.0,1.0,1.0
Tnfrsf1a,-0.114017429575675,0.1335672440132273,0.0,0.18889260797230265,0.0,1.0,1.0
Tnfrsf1b,-0.25317555816865095,0.5007242012263583,0.0,0.7081309563827507,0.0,1.0,1.0
Tnfrsf4,0.2400797567329647,0.4747888708231225,0.0,0.6714528603818674,0.0,1.0,1.0
Tnfrsf9,0.23563934352661656,1.390915552744193,0.0,1.9670516388065078,0.0,1.0,1.0
Tnfsf10,-0.3288593789190866,0.6382568385872668,0.0,0.9026314774074881,0.0,1.0,1.0
Tnfsf11,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Tnfsf12,-0.01299700668968397,0.18034386935054855,0.0,0.2550447459263873,0.0,1.0,1.0
Tnfsf13,-0.019460735217872706,0.24063434289790064,0.0,0.340308351298949,0.0,1.0,1.0
Tnfsf13b,0.10183189065325295,0.6313288533622959,0.0,0.8928338267424138,0.0,1.0,1.0
Tnfsf14,0.007872521202022743,3.6038149263770376,0.0,5.096563945165004,0.0,1.0,1.0
Tnfsf4,-1.8326588880258214,3.6529569701186935,0.0,5.166061289907185,0.0,1.0,1.0
Tnfsf9,0.2899149960690419,1.0265227527672927,0.0,1.4517223990480688,0.0,1.0,1.0
Tnks2,0.10258338575567102,0.10385619139948371,0.0,0.14687483441356586,0.0,1.0,1.0
Tnnc1,-0.18043137441588586,0.7027538595591966,0.0,0.9938440391986532,0.0,1.0,1.0
Tnni3k,-1.7982922944767843,2.45416773037855,0.0,3.470717288639743,0.0,1.0,1.0
Tnnt2,-0.25158411777326173,0.6011776202031487,0.0,0.8501935438864744,0.0,1.0,1.0
Tnp1,-0.9638199594985268,2.7339782375534094,0.0,3.866429102780923,0.0,1.0,1.0
Tnpo1,0.10268970278840102,0.10077256160349196,0.0,0.14251392333473653,0.0,1.0,1.0
Tnr,-0.046111748923191975,0.06862571348165043,0.0,0.0970514147332802,0.0,1.0,1.0
Tns2,-0.2395700502784076,0.2428549641268014,0.0,0.343448783957754,0.0,1.0,1.0
Tnxb,0.6001067860936593,0.6231430878572238,0.0,0.8812574061467351,0.0,1.0,1.0
Togaram1,0.12257368920594358,0.14345899755519503,0.0,0.2028816599870055,0.0,1.0,1.0
Top2a,0.1756573162014967,0.28628642984246516,0.0,0.4048701518065878,0.0,1.0,1.0
Top2b,-0.07336693247751223,0.0933724279751549,0.0,0.13204855399416904,0.0,1.0,1.0
Topbp1,0.10657351854834902,0.18986296417396487,0.0,0.26850677892717817,0.0,1.0,1.0
Tor1a,0.09004863318098084,0.11676453205174445,0.0,0.16512998483172495,0.0,1.0,1.0
Tor2a,-0.2047299233355442,0.1861853405913456,0.0,0.26330583377933486,0.0,1.0,1.0
Tox,-0.06667720737913008,0.1299187071641375,0.0,0.18373279767750184,0.0,1.0,1.0
Tox3,-0.023997207616821097,0.12907322336490523,0.0,0.18253710302186082,0.0,1.0,1.0
Tpbpa,-1.939825657418172,2.349026166641224,0.0,3.322024663233301,0.0,1.0,1.0
Tpcn1,-0.0022651353365115167,0.1664636501832266,0.0,0.2354151517312496,0.0,1.0,1.0
Tph1,-0.07315610711215893,0.756927776270744,0.0,1.070457526938994,0.0,1.0,1.0
Tph2,0.12501842010425718,0.9217300075424064,0.0,1.3035230775127262,0.0,1.0,1.0
Tpi1,0.14434557891389443,0.1122453924485081,0.0,0.15873895631457074,0.0,1.0,1.0
Tppp,0.020385269756255663,0.11578418975213113,0.0,0.16374357145584376,0.0,1.0,1.0
Tpr,-0.028723495639409385,0.10646759334314748,0.0,0.15056791445910261,0.0,1.0,1.0
Tpsb2,0.007872637399782003,3.558854898878266,0.0,5.032980864511574,0.0,1.0,1.0
Traf2,0.028153461877292733,0.17892884197734726,0.0,0.25304359502407686,0.0,1.0,1.0
Traf3,0.04558415596850172,0.14355570216606314,0.0,0.2030184209592392,0.0,1.0,1.0
Traf3ip2,0.8950386434342157,1.1503188930088484,0.0,1.6267965795471186,0.0,1.0,1.0
Traf3ip3,-1.397887918302409,1.1342276816539794,0.0,1.604040170214051,0.0,1.0,1.0
Traf6,0.038809977409728615,0.13845629185279218,0.0,0.19580676573410616,0.0,1.0,1.0
Trappc10,0.046849998370687165,0.08862308708804083,0.0,0.12533197169927926,0.0,1.0,1.0
Trbc1,0.08781051261456517,0.4493346894381366,0.0,0.6354552118481155,0.0,1.0,1.0
Trdn,-0.6568082482624766,0.7653509323939519,0.0,1.0823696685664206,0.0,1.0,1.0
Treh,1.5962898319944587,4.214277946543864,0.0,5.959889027612169,0.0,1.0,1.0
Trem2,0.02639421483896035,0.41468708673567645,0.0,0.5864561022025816,0.0,1.0,1.0
Trex1,0.2153313873628619,0.2800422570613268,0.0,0.396039557973701,0.0,1.0,1.0
Trh,0.039487784678382924,0.7983204166780136,0.0,1.1289955603853872,0.0,1.0,1.0
Trhr,-0.434839289183757,0.48468395680250675,0.0,0.6854466251747604,0.0,1.0,1.0
Trhr2,-0.23244770720359606,0.5183591897239334,0.0,0.7330705962883148,0.0,1.0,1.0
Trib2,0.01037314296501206,0.12587323723270963,0.0,0.178011639234304,0.0,1.0,1.0
Trib3,0.7242572936431046,0.9068380601793655,0.0,1.2824626835817676,0.0,1.0,1.0
Trim17,0.10581510743429472,0.4128863146948286,0.0,0.5839094259596723,0.0,1.0,1.0
Trim2,0.0035905997718996925,0.0861123417146681,0.0,0.12178124154059004,0.0,1.0,1.0
Trim21,-0.14291355254491456,0.32808589030740276,0.0,0.46398351569598056,0.0,1.0,1.0
Trim24,-0.10785183133175087,0.12371735959872639,0.0,0.17496276784550807,0.0,1.0,1.0
Trim27,-0.11846945127538117,0.14717724108507016,0.0,0.2081400504151609,0.0,1.0,1.0
Trim28,0.034266707190952816,0.08708869457146491,0.0,0.12316201299233381,0.0,1.0,1.0
Trim29,2.4385008910707238,3.2134918358401614,0.0,4.544563736820372,0.0,1.0,1.0
Trim32,-0.09591926360881932,0.133403156484937,0.0,0.18866055316437821,0.0,1.0,1.0
Trim33,0.11855890874286039,0.1426627306479855,0.0,0.20175556852756088,0.0,1.0,1.0
Trim34a,-0.15604968464406802,0.412737266794292,0.0,0.5836986403972902,0.0,1.0,1.0
Trim36,0.08061961835142115,0.9340131462830287,0.0,1.3208940589082248,0.0,1.0,1.0
Trim63,-1.953382173343716,2.3879838319621975,0.0,3.377119121888614,0.0,1.0,1.0
Trim65,0.13058438052151464,0.2795194342569296,0.0,0.39530017487300456,0.0,1.0,1.0
Trim7,0.08102491400748402,0.25888234325142745,0.0,0.36611492088509556,0.0,1.0,1.0
Trip13,-0.23835508977426922,0.3642957115069095,0.0,0.5151919359274277,0.0,1.0,1.0
Trmt13,0.13848202259616443,0.202982116207713,0.0,0.28706006166013937,0.0,1.0,1.0
Trmt2a,0.04207438960924264,0.20032572812506624,0.0,0.283303361606734,0.0,1.0,1.0
Trp53,0.05060523142383626,0.13593641913532564,0.0,0.19224312756161105,0.0,1.0,1.0
Trp53bp1,0.04952005525524853,0.13212065158149985,0.0,0.1868468173361274,0.0,1.0,1.0
Trp53cor1,-0.277797375746983,0.47723361099633277,0.0,0.6749102450912996,0.0,1.0,1.0
Trp63,-0.393482693517539,0.9812584304221379,0.0,1.3877089804959235,0.0,1.0,1.0
Trp73,-0.41865401902168153,1.9101799309651177,0.0,2.701402364943772,0.0,1.0,1.0
Trpa1,-0.7191175236305238,2.1248042180683155,0.0,3.0049269425797713,0.0,1.0,1.0
Trpc1,0.037481922409011645,0.1676602971368972,0.0,0.23710746608250302,0.0,1.0,1.0
Trpc3,-0.1071605689886547,0.2177661895123975,0.0,0.3079678986347422,0.0,1.0,1.0
Trpc4,0.2500891572368535,0.3416902596456156,0.0,0.4832229993216139,0.0,1.0,1.0
Trpc5,-0.021732566874278814,0.2079733285147929,0.0,0.2941187017974952,0.0,1.0,1.0
Trpc6,-0.07756563979760499,0.4591333803275682,0.0,0.6493126533974514,0.0,1.0,1.0
Trpc7,-0.16038429211849975,0.5110983727115632,0.0,0.7228022503955117,0.0,1.0,1.0
Trpm1,2.4618686492017763,3.0410957048751004,0.0,4.300758790308934,0.0,1.0,1.0
Trpm2,-0.4065399611873429,0.4797595354022656,0.0,0.6784824416436991,0.0,1.0,1.0
Trpm5,0.007872637399782003,3.558854898878266,0.0,5.032980864511574,0.0,1.0,1.0
Trpm6,0.29802506264800815,1.1973730854304643,0.0,1.693341256636281,0.0,1.0,1.0
Trpm7,-0.0395164910897246,0.11538122190871272,0.0,0.1631736888664812,0.0,1.0,1.0
Trpm8,0.5333645757136459,1.7356755816205531,0.0,2.4546159474075964,0.0,1.0,1.0
Trpv1,-1.8326588880258214,3.6529569701186935,0.0,5.166061289907185,0.0,1.0,1.0
Trpv2,0.10665402602716582,0.17715763256333886,0.0,0.2505387266489833,0.0,1.0,1.0
Trpv3,-0.7305690824640027,1.0814267378733606,0.0,1.5293683594134004,0.0,1.0,1.0
Trpv4,-0.9787990968331045,0.4184421158355761,0.0,0.5917665152827654,0.0,1.0,1.0
Trpv6,0.2906102055905056,1.1856749785138527,0.0,1.6767976351807186,0.0,1.0,1.0
Trrap,-0.04496556706836072,0.0988756650352445,0.0,0.139831306481502,0.0,1.0,1.0
Tsc1,0.07317068314809098,0.15457596824491715,0.0,0.2186034307089147,0.0,1.0,1.0
Tsc2,0.1041146164782557,0.12897315093445483,0.0,0.18239557923349822,0.0,1.0,1.0
Tsc22d3,0.147370252645651,0.3636677984063764,0.0,0.5143039327046621,0.0,1.0,1.0
Tsc22d4,0.12093384354937024,0.10509319400134819,0.0,0.1486242202698134,0.0,1.0,1.0
Tsg101,0.05141335822088861,0.37230993325170775,0.0,0.5265257570107869,0.0,1.0,1.0
Tshb,-2.2715444450838302,1.2961487104006009,0.0,1.8330310851009268,0.0,1.0,1.0
Tshr,-0.4075716282443887,1.197804517982383,0.0,1.693951394402454,0.0,1.0,1.0
Tshz1,-0.08780152692286425,0.1300793683221235,0.0,0.1839600068660722,0.0,1.0,1.0
Tslp,-3.921079479278287,2.4375594741178377,0.0,3.4472296673884757,0.0,1.0,1.0
Tspyl2,0.04597981880227462,0.13404436858149435,0.0,0.1895673640076873,0.0,1.0,1.0
Tssc4,0.02186684604274307,0.10125730018931481,0.0,0.14319944721701278,0.0,1.0,1.0
Ttbk1,0.023939134271744412,0.12235893350554074,0.0,0.17304166324104342,0.0,1.0,1.0
Ttc8,0.05313205230285832,0.1468196168933902,0.0,0.20763429343305442,0.0,1.0,1.0
Ttk,0.27277825445358617,0.37731050000597965,0.0,0.5335976263342302,0.0,1.0,1.0
Ttll3,0.17745423494419488,0.30594252854690707,0.0,0.4326680731777538,0.0,1.0,1.0
Ttll6,-0.3279635740657957,1.9281596581956335,0.0,2.7268295390409363,0.0,1.0,1.0
Ttn,-0.34643891330760024,0.9449574153235162,0.0,1.3363715926155422,0.0,1.0,1.0
Ttyh1,-0.017794585742232184,0.09732143386356419,0.0,0.13763329167944868,0.0,1.0,1.0
Tuba3a,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Tubb1,0.007872714687639584,3.5286305493179864,0.0,4.990237179449521,0.0,1.0,1.0
Tubb2b,0.15472526123548275,0.09797663953857294,0.0,0.13855989243118988,0.0,1.0,1.0
Tubb3,-0.03907501867566612,0.09589844482761622,0.0,0.13562088128570285,0.0,1.0,1.0
Tubg1,-0.14664422710217084,0.22186820360774645,0.0,0.3137690226014303,0.0,1.0,1.0
Tubg2,-0.07820443460718322,0.1719775931879809,0.0,0.24321304471072538,0.0,1.0,1.0
Tubgcp2,0.25973043795948614,0.18118907827522487,0.0,0.25624005185070337,0.0,1.0,1.0
Tufm,0.13367590499235835,0.1588331410400106,0.0,0.22462398221310162,0.0,1.0,1.0
Twf1,-0.017512774497355835,0.11165176706578592,0.0,0.1578994432473561,0.0,1.0,1.0
Twf2,-0.009869697505706407,0.1365903378380574,0.0,0.1931679082597037,0.0,1.0,1.0
Twist1,3.70444837219326,2.526773367111337,0.0,3.573397164811984,0.0,1.0,1.0
Twist2,0.3642455620058509,1.5143388318401705,0.0,2.1415985140165987,0.0,1.0,1.0
Twnk,0.056437045990966155,0.5553641027287843,0.0,0.7854034461342116,0.0,1.0,1.0
Txnip,-0.20288133936141897,0.23335860804216146,0.0,0.33001890838973197,0.0,1.0,1.0
Tyk2,0.1603042815224435,0.2695899815968481,0.0,0.3812578082541757,0.0,1.0,1.0
Tyr,-1.7912034581760776,3.694329641231315,0.0,5.224571082506256,0.0,1.0,1.0
Tyro3,0.060337200295194696,0.11226614724492981,0.0,0.15876830802915462,0.0,1.0,1.0
Tyrp1,-0.08033166570235449,1.5250127605130857,0.0,2.1566937287096386,0.0,1.0,1.0
Tyw5,-0.08216350035122166,0.17984196999264843,0.0,0.2543349530474986,0.0,1.0,1.0
Uba1y,0.5790054119315258,2.221730617303476,0.0,3.142001570930124,0.0,1.0,1.0
Uba6,0.01969611606123101,0.135104143828802,0.0,0.19106611253549707,0.0,1.0,1.0
Ubac1,0.10729420039571724,0.13669917589621894,0.0,0.1933218285176581,0.0,1.0,1.0
Ubap1,-0.027390411916637054,0.10660697369134674,0.0,0.1507650280378543,0.0,1.0,1.0
Ubash3b,-0.04316826031643636,0.17283156531867755,0.0,0.24442074367984523,0.0,1.0,1.0
Ube2b,0.016579720581420144,0.1287811271771582,0.0,0.1821240166316315,0.0,1.0,1.0
Ube2d1,0.04952108606008572,0.12801169230741213,0.0,0.18103587140347382,0.0,1.0,1.0
Ube2g1,0.04198765221998893,0.14734801134937064,0.0,0.2083815560389847,0.0,1.0,1.0
Ube2g2,-0.020350929828149216,0.1959248384608434,0.0,0.27707956375708254,0.0,1.0,1.0
Ube2i,-0.12918968046416113,0.09933672409299135,0.0,0.14048334245402255,0.0,1.0,1.0
Ube2m,0.12414792809217234,0.13844762677287534,0.0,0.19579451146056873,0.0,1.0,1.0
Ube2n,0.03135467639199433,0.20246980573010212,0.0,0.28633554523455623,0.0,1.0,1.0
Ube2r2,-0.141140591807861,0.13004845759804431,0.0,0.18391629250085664,0.0,1.0,1.0
Ube2u,-0.6847886571219879,1.6916596197920895,0.0,2.3923679772288864,0.0,1.0,1.0
Ube3a,0.029054316101927727,0.08625536146327822,0.0,0.12198350200876168,0.0,1.0,1.0
Ublcp1,-0.047639968709710975,0.20522971013076438,0.0,0.290238639468826,0.0,1.0,1.0
Ubr5,-0.05943951218336896,0.09490626260442617,0.0,0.13421772372932197,0.0,1.0,1.0
Ubr7,-0.028000101734116822,0.13091751068597862,0.0,0.18514531916423557,0.0,1.0,1.0
Ubtf,-0.06165167985029608,0.10992229405010204,0.0,0.15545359905281766,0.0,1.0,1.0
Ubxn7,0.13347892114446355,0.1119710419644811,0.0,0.15835096613921612,0.0,1.0,1.0
Uchl1,0.10141899102936433,0.08042259629448378,0.0,0.11373472640091518,0.0,1.0,1.0
Ucn3,-0.12061274297329007,2.16491392062094,0.0,3.061650627912443,0.0,1.0,1.0
Ucp1,-0.7452874105650771,1.6246435002219601,0.0,2.2975928720351924,0.0,1.0,1.0
Ucp3,-0.07620856066248902,0.42816306244890534,0.0,0.6055140098224404,0.0,1.0,1.0
Ufd1,-0.007386293175192052,0.11308125111589097,0.0,0.1599210389782107,0.0,1.0,1.0
Ufl1,-0.0919063940218022,0.1276746652463202,0.0,0.1805592431627909,0.0,1.0,1.0
Ugt8a,-0.11991634120897444,0.0837836317798012,0.0,0.1184879483678683,0.0,1.0,1.0
Uhrf1,-0.17112711072976244,0.2593013655420563,0.0,0.3667075078914395,0.0,1.0,1.0
Uhrf2,0.013102818459983725,0.1829657321107253,0.0,0.25875261980051023,0.0,1.0,1.0
Ulk1,-0.04735243351105252,0.13150545357705246,0.0,0.18597679597469302,0.0,1.0,1.0
Unc13b,-0.07228232909094792,0.16719629229114358,0.0,0.2364512641366314,0.0,1.0,1.0
Unc5c,0.005596357551151294,0.12663870799486684,0.0,0.1790941783677468,0.0,1.0,1.0
Unc93b1,-0.02660658900898116,0.2718501422831654,0.0,0.3844541581499081,0.0,1.0,1.0
Uncx,-0.2881279058105899,1.5109980609309999,0.0,2.1368739504880683,0.0,1.0,1.0
Ung,-0.2823893148095933,0.5336439556298849,0.0,0.7546865195302094,0.0,1.0,1.0
Upk1b,-0.2959802589466136,1.1438090439927617,0.0,1.6175902627795677,0.0,1.0,1.0
Upk3b,1.8297311993613397,3.662494983481963,0.0,5.179550077763617,0.0,1.0,1.0
Uri1,-0.07913525064876899,0.11926675206656036,0.0,0.16866865831271902,0.0,1.0,1.0
Urm1,-0.04971818383425226,0.28921839785729725,0.0,0.4090165807376075,0.0,1.0,1.0
Usp14,0.04947855372840459,0.10785318002005333,0.0,0.15252742992942633,0.0,1.0,1.0
Usp18,0.5989538277652695,0.7305489783353504,0.0,1.033152273139661,0.0,1.0,1.0
Usp2,0.13421805839880335,0.11120941175387597,0.0,0.15727385836586527,0.0,1.0,1.0
Usp22,-0.03358748088784556,0.09889299891262679,0.0,0.13985582028598453,0.0,1.0,1.0
Usp25,-0.012385822496301447,0.14787522428756156,0.0,0.20912714772643287,0.0,1.0,1.0
Usp3,0.05864868699873898,0.21519988009787935,0.0,0.3043385890554849,0.0,1.0,1.0
Usp32,-0.039540956838466264,0.1000902061851645,0.0,0.14154892704777908,0.0,1.0,1.0
Usp47,-0.010570749959059132,0.12173204502480549,0.0,0.17215510904949216,0.0,1.0,1.0
Usp50,-1.9202780407552658,2.283332071019309,0.0,3.229119182236954,0.0,1.0,1.0
Usp54,0.18479298747118722,0.17026988594645304,0.0,0.24079798196919394,0.0,1.0,1.0
Usp7,0.026701048864281308,0.12165966090903448,0.0,0.17205274245126842,0.0,1.0,1.0
Utp25,0.04837106705336912,0.13242367780814193,0.0,0.18727536113559937,0.0,1.0,1.0
Utrn,-0.1518249581577623,0.11203992643956318,0.0,0.15844838349811416,0.0,1.0,1.0
Uts2,-1.3035176557170725,2.851384503013627,0.0,4.032466635702339,0.0,1.0,1.0
Uts2b,1.4971612597732784,2.4224805446600532,0.0,3.4259048408432093,0.0,1.0,1.0
Vamp2,0.06266611115206565,0.084124060449456,0.0,0.11896938720951476,0.0,1.0,1.0
Vamp3,-0.14726159438001893,0.09614631319968277,0.0,0.13597142009916272,0.0,1.0,1.0
Vangl1,0.18860634801843426,0.26441912188054617,0.0,0.3739451083142528,0.0,1.0,1.0
Vangl2,0.017466175425944253,0.13476144801326334,0.0,0.1905814674653938,0.0,1.0,1.0
Vasp,0.016000092262969567,0.9471515834459588,0.0,1.3394746149324273,0.0,1.0,1.0
Vat1,0.03184276525459724,0.1513765384535389,0.0,0.21407875370608706,0.0,1.0,1.0
Vav1,-0.5852334616803332,0.6381614440429167,0.0,0.9024965691490918,0.0,1.0,1.0
Vav2,-0.006785953975923627,0.287722347612552,0.0,0.40690084619149713,0.0,1.0,1.0
Vax1,0.48713816485508815,0.6237084659854536,0.0,0.8820569715635467,0.0,1.0,1.0
Vax2,0.007872637399782003,3.558854898878266,0.0,5.032980864511574,0.0,1.0,1.0
Vcam1,-0.23192141163763738,0.20839738766808064,0.0,0.2947184120033232,0.0,1.0,1.0
Vcan,0.03884179366441024,0.0820093760440585,0.0,0.11597877184326273,0.0,1.0,1.0
Vcl,0.034143508049400965,0.14051924261804044,0.0,0.1987242186848282,0.0,1.0,1.0
Vcp,-0.10186344118735229,0.11580155305501187,0.0,0.1637681268742653,0.0,1.0,1.0
Vdac1,-0.06917779882692444,0.09314443664883786,0.0,0.13172612556838806,0.0,1.0,1.0
Vdac2,0.07244475044642047,0.10258107878842349,0.0,0.1450715528654515,0.0,1.0,1.0
Vdr,-1.904388986782453,1.80820588050745,0.0,2.55718927977642,0.0,1.0,1.0
Vegfa,0.3682274956009028,0.35945331308363804,0.0,0.5083437504028232,0.0,1.0,1.0
Vegfb,0.08313466923772084,0.10995405758450633,0.0,0.15549851947396112,0.0,1.0,1.0
Vegfc,-0.006140959717521603,0.35277292533310833,0.0,0.49889625544411303,0.0,1.0,1.0
Vegfd,0.14763800693924126,0.7961784395436715,0.0,1.1259663472717076,0.0,1.0,1.0
Vgll2,-1.5952279674262952,2.6877974615707676,0.0,3.8011196230653574,0.0,1.0,1.0
Vhl,0.0814084010010924,0.18769250562988885,0.0,0.2654372870175773,0.0,1.0,1.0
Vil1,-0.4829727423021349,1.1126873785417235,0.0,1.5735775814150714,0.0,1.0,1.0
Vip,0.40744890397219663,0.6675358081610512,0.0,0.9440381932710432,0.0,1.0,1.0
Vipas39,0.1485720210835702,0.1893534466537317,0.0,0.2677862123397977,0.0,1.0,1.0
Vipr1,0.07210756789558079,0.43768504530865926,0.0,0.6189801271233886,0.0,1.0,1.0
Vipr2,-0.30035069522002683,0.4215327697386116,0.0,0.5961373599490395,0.0,1.0,1.0
Virma,-0.003470878065385497,0.1359179798293131,0.0,0.19221705044496737,0.0,1.0,1.0
Vit,-0.12241302095178752,0.9235251506356453,0.0,1.3060617932215852,0.0,1.0,1.0
Vldlr,0.04303650497901074,0.1052046992206911,0.0,0.14878191246328354,0.0,1.0,1.0
Vps13a,0.1173128424543659,0.14868090117393773,0.0,0.21026654690603658,0.0,1.0,1.0
Vps25,-0.07237748814052342,0.1555756480742833,0.0,0.22001719148163515,0.0,1.0,1.0
Vps26b,-0.00586989940171363,0.10636678620885946,0.0,0.15042535164260853,0.0,1.0,1.0
Vps28,0.04665883578549321,0.09100940491832996,0.0,0.1287067347390069,0.0,1.0,1.0
Vps51,-0.08938453296663305,0.13909754590764806,0.0,0.19671363591541008,0.0,1.0,1.0
Vps54,0.27183979898145466,0.16136163802084796,0.0,0.22819981693582125,0.0,1.0,1.0
Vps72,0.028923496112454615,0.1320887290498462,0.0,0.18680167205891754,0.0,1.0,1.0
Vps9d1,0.054482677518948766,0.1557801730795817,0.0,0.22030643351797255,0.0,1.0,1.0
Vsig1,-0.7288215243925413,3.0479259923705353,0.0,4.310418275519885,0.0,1.0,1.0
Vsir,-0.10998944118260731,0.18640426736863325,0.0,0.2636154429969417,0.0,1.0,1.0
Vstm2a,-0.17462350860577988,0.09939652776179156,0.0,0.1405679176135195,0.0,1.0,1.0
Vstm4,-0.2736012123916407,0.21593909927709987,0.0,0.30538400284430484,0.0,1.0,1.0
Vstm5,0.010448067325152483,0.15051502213776236,0.0,0.21286038564811016,0.0,1.0,1.0
Vsx1,-0.6978438556885759,2.1325228799507396,0.0,3.0158427788972677,0.0,1.0,1.0
Vsx2,-1.3678848650665498,1.5085764827962669,0.0,2.133449321847583,0.0,1.0,1.0
Vtcn1,-0.8350271469761584,2.9032669135968714,0.0,4.105839444397772,0.0,1.0,1.0
Vtn,-0.32167458972968954,0.3108781680348586,0.0,0.43964812148059906,0.0,1.0,1.0
Vwa8,-0.07050685096359938,0.1356314430879913,0.0,0.19181182629927188,0.0,1.0,1.0
Vwc2l,0.34303760742862505,0.505613213560441,0.0,0.7150450639322198,0.0,1.0,1.0
Vwf,-0.5563341868233237,0.43761342050883806,0.0,0.6188788343600791,0.0,1.0,1.0
Vxn,-0.14178616345990613,0.08284427679040131,0.0,0.11715949980197615,0.0,1.0,1.0
Wap,-0.3457756695376845,1.8857192169397732,0.0,2.6668096914237998,0.0,1.0,1.0
Wapl,-0.10299491471548274,0.09753034478685728,0.0,0.13792873634049765,0.0,1.0,1.0
Was,-1.0354511133519544,1.5437477944832838,0.0,2.1831890678418135,0.0,1.0,1.0
Washc1,-0.046879354141938646,0.17350692992248865,0.0,0.24537585346210164,0.0,1.0,1.0
Washc2,0.11562908321375533,0.10297198230053824,0.0,0.1456243739138635,0.0,1.0,1.0
Washc3,-0.2961979304557071,0.2044456949775266,0.0,0.2891298746060111,0.0,1.0,1.0
Washc4,0.027850991373345117,0.10733860572400641,0.0,0.1517997119811082,0.0,1.0,1.0
Washc5,-0.01132839885799941,0.14194303182135742,0.0,0.20073776068611948,0.0,1.0,1.0
Wasl,-0.057224322732875574,0.10001013620959841,0.0,0.14143569100239464,0.0,1.0,1.0
Wdr34,0.14128562204617337,0.2283515517340459,0.0,0.32293786145122916,0.0,1.0,1.0
Wdr36,0.05869218459429301,0.13818720130682735,0.0,0.19542621423449633,0.0,1.0,1.0
